Category,Company,City,Phone,Website,Decora fit
Home-decor retailer,Shopfit Interior LLC,"Near Phoenix Concrete Products, I/Change 3, Al Quoz",+97143380757,,all families
Home-decor retailer,Showcase Antiques Art and Frames LLC,"Unit 35, Alserkal Avenue, Street 8, Al Quoz 1",+97143790940,,all families
Home-decor retailer,Signature Interiors,International City,+97143337205,,all families
Home-decor retailer,Silver Art Decor,Bin Laden R/A,+97165345757,,all families
Home-decor retailer,Silver Cube Technical Services,"Office 216A, LG Building, Royal Building Business Centre, Umm Ramool",+97142671333,,all families
Home-decor retailer,Silver Stone Interiors Design,"2601, Citadel Tower, Business Bay",,,all families
Home-decor retailer,Sina Decor,,+971502678468,,all families
Home-decor retailer,Sinas Interior,"Near Jotun Paints, Al Quoz 2",+97143393231,,all families
Home-decor retailer,Sinmar Group Of Companies,"4, Fahad Bldg, Al Qusais",+97142512525,,all families
Home-decor retailer,Sketches Interior Decoration,,+97126416043,,all families
Home-decor retailer,Skopos Interiors,"2nd Flr, Caterpillar Bldg, Salahuddin St, Deira",+97142660128,,all families
Home-decor retailer,Sky Castle Interiors LLC,"Warehouse 4, Near Choithram Warehouse, Al Quoz Industrial Area 4",+97143380949,,all families
Home-decor retailer,Sky Color Decor,"M-40, Near Emirates Darbar Rest, Musaffah",,,all families
Home-decor retailer,Skyline Builders,Deira,+97142397239,,all families
Home-decor retailer,Skyway Interior and Decoration LLC,Bhnd Toyota S/Room,+97165335229,,all families
Home-decor retailer,Sleek Technical Works LLC,"211, Al Shaali Bldg, Al Qusais",+97142513631,,all families
Home-decor retailer,SLM Interiors & Decorations LLC,Dubai,+97142677723,,all families
Home-decor retailer,Smart Mind Interior Design Works LLC,,+97143973100,,all families
Home-decor retailer,Smart Star Interior Design LLC,,+97142679329,,all families
Home-decor retailer,Snappy Advertising LLC,"Near Berger Paints, Al Quoz Industrial Area 1",+97143395344,,all families
Home-decor retailer,Solideir Decor,"2301, Green Emirates Property Bldg, Tower B, Electra St",+97126434618,,all families
Home-decor retailer,Sooalux Interior Design LLC,"Office 905, Sama II Bldg, Salem Bin Omer St, Abu Shagara",+97165757758,,all families
Home-decor retailer,Southern Interiors LLC,Ajman,+97167488348,,all families
Home-decor retailer,Space Aura Interiors LLC,"Baniyas Square, Deira",+971525427648,,all families
Home-decor retailer,Space Decoration LLC,"Unit 72-73, Al Quoz 3",+97143474708,,all families
Home-decor retailer,Space Design LLC,"Warehouse 94, Jebel Ali Ind Area 1",+97142632593,,all families
Home-decor retailer,Space Embrace Interior Decoration LLC,"Office # 1502. 15 Flr, Exchange Tower, Business Bay",+97145877293,,all families
Home-decor retailer,Space Makers Interior Decoration LLC,"W/H # 10, Ras Al Khor Indl Area",+97143272308,,all families
Home-decor retailer,Spacewell Interiors,"Level 20, Al Shafar Tower, TECOM",+97144477301,,all families
Home-decor retailer,Spartans General Contracting Co LLC,"M 4, Next To Aramex, Salem Mohd Al Amri Bldg, Al Nahyan Complex, Muroor",+97124915695,,all families
Home-decor retailer,Spazio Interior Decoration LLC,"Office No: 2703, API Trio Tower, Novotel Hotel, Sheikh Zayed Road, Al Barsha-1",+97143990011,,all families
Home-decor retailer,Spazio Interiors LLC,"A-200, Al Shoala Bldg, Deira",+97142999681,,all families
Home-decor retailer,Spectrum Exhibition,"National Industrial Park, Jebel Ali",,,all families
Home-decor retailer,Speed Group Technical Services LLC,"W/H 26, Al Quoz 2",+97143387176,,all families
Home-decor retailer,Speedwell Decor,"Near National Taxi, I/Change 3, Al Quoz Indl Area",+97143390111,,all families
Home-decor retailer,Spencer Interiors LLC,"Al Quoz, Interchange 4",+97143415767,,all families
Home-decor retailer,Spiceworks Interior Design LLC,,+97143474645,,all families
Home-decor retailer,Splash Interiors LLC,,+97142671405,,all families
Home-decor retailer,Sposa Bella,Abu Dhabi,+97126665909,,all families
Home-decor retailer,Stamfort Trading and Inds FZE,Hamriyah Free Zone,+97165260155,,all families
Home-decor retailer,Star Interior & Exhibition LLC,Ras Al Khor,+97143334560,,all families
Home-decor retailer,Star Wrought Iron,"Between 2 & 3rd I/Change, Al Quoz",+97143391715,,all families
Home-decor retailer,Step Interiors,"Office 404, Al Salemiyah Tower, Baniyas Road, Deira",+97142288485,,all families
Home-decor retailer,StickMan,"Grosvenor Business Tower,Suite 1212 Tecom",+97144347585,,all families
Home-decor retailer,Stitchwel Trading Company LLC,,+97126343120,,all families
Home-decor retailer,Straight Line Decoration LLC,"505, Al Nooami Bldg, Next to Aramex Bldg, Muroor Rd",+97124439980,,all families
Home-decor retailer,Stylish Advanced Decor,"Office 857, 8th Floor, Al Gaith Tower, Near Lulu Express, Hamdan Street",+97125089124,,all families
Home-decor retailer,Suavitas Studio Interior Decorations LLC,"1703 A, Nassima Tower, Sheikh Zayed Road",+97142217441,,all families
Home-decor retailer,Summer Star Technical Services LLC,Al Qusais,+971526357582,,all families
Home-decor retailer,Summertown,,+97126652003,,all families
Home-decor retailer,Summit Tower Painting & Decor LLC,Al Hili Indl Area,+97137635083,,all families
Home-decor retailer,Super Comfort Decoration Works LLC,"Office 11, 1st Floor, Bin Brook Bldg, Hamdan St",+97126772140,,all families
Home-decor retailer,Super Sign LLC,New Industrial Area,,,all families
Home-decor retailer,Surface Solutions LLC,,+97142558137,,all families
Home-decor retailer,Swagger Technical Works LLC,"Warehouse # 8, Next Darbar Restaurant, Near Al Abbar, Ras Al Khor Industrial Area 2, Ras Al Khor",+97143205603,,all families
Home-decor retailer,Swati Interior LLC,Al Quoz,+97143477568,,all families
Home-decor retailer,Sweet Home Decor,"Sarooj St, Murabba Rd",+97137667227,,all families
Home-decor retailer,Swift Art Interior Decoration LLC,Dubai,+97143966456,,all families
Home-decor retailer,Swift Interiors LLC,"101, CM S/Market Bldg, Karama",+97143976912,,all families
Home-decor retailer,Syndicate Construction LLC,"10th Street, Near Emirates Glass, Al Quoz",+97143236236,,all families
Home-decor retailer,T-Brik Interior Decoration,Al Jurf Area,+97167434148,,all families
Home-decor retailer,Tafasil Interior Decor,Indl Area 13,+97165352150,,all families
Home-decor retailer,Tamim Tasin Paint and Decor Work LLC,"Office G11, Nuaimia BLD, Nuaimia 2",+97162559361,,all families
Home-decor retailer,Tamimi Interior Design LLC,Qusais,+97142617580,,all families
Home-decor retailer,TAO Designs LLC,"2102, Twin Tower, Deira",+97142271633,,all families
Home-decor retailer / Gift / corporate-gift,Tarweej International Information Media LLC,"M17, Mussafah",+97126278860,,all families / decor objects + clocks + gifting
Home-decor retailer,Taufeeq Nazir Tech Contracting LLC,Sharjah,+97165681221,,all families
Home-decor retailer,Taurus Interiors LLC,Bin Soukat Centre,+97142844416,,all families
Home-decor retailer,Team Fitout Design LLC,Al Qusais Industrial Area 3,+97142626633,,all families
Home-decor retailer,Team One Interior Design,,+971544934747,,all families
Home-decor retailer,Team Penta Interiors LLC,Al Qusais 2,+97142630943,,all families
Home-decor retailer,Technical Industrial For Laminating Sheets LLC,"Plot 43, Block M 43, Mussafah Industrial Area",+97125511546,,all families
Home-decor retailer,Techno Style Decor,"Office 204, Saleh Bin Lahej Bldg., Garhoud",,,all families
Home-decor retailer,Tescosa Technical Services,Deira,+971557600939,,all families
Home-decor retailer,Texas Interior and Contract LLC,"Near Tuba Intl, Indl Area 5",+97165424622,,all families
Home-decor retailer,Thatch Interior Design,"1503, Intl Business Tower, Business Bay",+97143639776,,all families
Home-decor retailer,The Interior Consortium,Al Qusais Indl Area 4,+971505546944,,all families
Home-decor retailer,Third Dimension,"501, Al Durrah Tower",+97165566716,,all families
Home-decor retailer,This and That Decor,Naif Rd,+97142727794,,all families
Home-decor retailer,Time Decor Works,"Opp Prime Tower Hotel, King Faisal Rd, Abu Shagara",+97165553467,,all families
Home-decor retailer,Top Rock Interiors LLC,Al Qusais Industrial Area 2,+97142678095,,all families
Home-decor retailer,Touch Wood Carpentry Decor Works,Al Jurf Industrial Area 1,+971507074571,,all families
Home-decor retailer,Touchwood Decor and Furniture Limited,"Near Tiffany Food W/House, Indl Area 4",+97165331546,,all families
Home-decor retailer,Trans Heritage Engraving and Decor LLC,"Al Mulla Bldg, Damascus St, Al Qusais",+97142676782,,all families
Home-decor retailer,Translite,"401, Grand Buffet Bldg, Al Dhiyafa St",+97143456712,,all families
Home-decor retailer,Trends Acrylic LLC,"W/House 4, Al Quoz Indl Area 4",+97143471336,,all families
Home-decor retailer,Tricon Interiors LLC,"Blue Bays Tower, 44th Street, Marasi Drive, Business Bay",+97142522782,,all families
Home-decor retailer,Triple Mae Technical Services,"Office 311, Block C, Diamond Business Center, Arjan",+971586353007,,all families
Home-decor retailer,True Wood Interior Design Works LLC,Al Quoz 4,+97143404403,,all families
Home-decor retailer,Trump Interior Decoration LLC,"303, B8 Bldg, Al Barsha 1",+971555066789,,all families
Home-decor retailer,Trust Base Interior Decoration,"Office 605, Building 01, Bay Square, Business Bay",+97144572304,,all families
Home-decor retailer,Tulsi Interiors LLC,"Office No 603, Qusais Plaza",,,all families
Home-decor retailer,Unicare Interior Decoration LLC,,+97142766979,,all families
Home-decor retailer,Unique Paints LLC,"Ras Al Khor Indl Area, Al Aweer",+97143335251,,all families
Home-decor retailer,Universal Interiors Industrial LLC,"Opposite Gibca, New Industrial Area",,,all families
Home-decor retailer,Universal Shelving FZE,Ajman,+97167416558,,all families
Home-decor retailer,Ur-Bane Design Interior Solutions LLC,"311, Zaromi Bldg, Damascus St, Qusais 2",+97142520131,,all families
Home-decor retailer,V K Exhibitions & Decor Industry LLC,Dubai,+97143387040,,all families
Home-decor retailer,Vann Furniture & Interior Design JLT,"2107, JBC 2, JLT",+97143605269,,all families
Home-decor retailer,Versailles Identity,"Opp Defence Camp, Delma St, Muroor Rd",+97126425000,,all families
Home-decor retailer,Vexus Group,"Office 701-702, 13 Bay Square, Business Bay",+97142428349,,all families
Home-decor retailer,Vexus Interiors LLC,Dubai,+97143535898,,all families
Home-decor retailer,Villati Interiors,Al Qusais Industrial Area 3,+97142677737,,all families
Home-decor retailer,Vinayak Interiors LLC,"Beside Home Centre Logistic, Al Quoz 1",+97143393270,,all families
Home-decor retailer,Vitra Interior Design LLC,,+97124410786,,all families
Home-decor retailer,Volume Space Interiors LLC,"Warehouse No. A13, Opp Jotun Paints, Al Quoz 2",+97143366377,,all families
Home-decor retailer,Wadi Al Mas Interior Decoration LLC,"101, Dream Bldg 2, Damascus St, Al Qusais Indl Area 4",+97142646065,,all families
Home-decor retailer,WaJeBCo,,+97142568869,,all families
Home-decor retailer,Wall Arto,"10, Bin Bishr, Abu Hail",+971552514888,,all families
Home-decor retailer,"Waqas Gypsum Decore, Fallseiling and GRC Works",Sharjah,+971507961855,,all families
Home-decor retailer,Wedge Wood Interiors LLC,"Bhnd ADCB Bank, Indl Area 2",+97165422267,,all families
Home-decor retailer,Westbrook Interiors LLC,"M 12, Al Wasl Bldg, Opp Burj Khalifa, Shk Zayed Rd",,,all families
Home-decor retailer,White Diamonds Decoration LLC,Ras Al Khor,+97149376222,,all families
Home-decor retailer,White Valley General Contacting,,+97144564359,,all families
Home-decor retailer,Whitebricks Interior Decoration LLC,Al Khabaisi,+971585011555,,all families
Home-decor retailer,Winter Plus Interior Design Works LLC,,+97143377518,,all families
Home-decor retailer,Wisco Interiors,,+97142563631,,all families
Home-decor retailer,Wishbox Interior Design LLC,"Near Natl Paints R/A, Indl Area 11",+97165345228,,all families
Home-decor retailer,Within 175 Interior Decoration,Dubai,+971504686652,,all families
Home-decor retailer,Wood Craft House LLC,,+97143389874,,all families
Home-decor retailer,Wood Expressions Interior Decoration LLC,"34th Street , Near to Al Wasl Village, Al Qusais Industrial Area 5",+97143210255,,all families
Home-decor retailer,Wood Line Design,Al Ghusais Indl Area 4,+97142673030,,all families
Home-decor retailer,Wood Tech Furniture LLC,Al Jarf Industrial Area,+97167482777,,all families
Home-decor retailer,Wood Vision Decor LLC,,+97143401589,,all families
Home-decor retailer,WOODCO,"Opp Hamarain Center, 13A Str Area, Deira",+97142621199,,all families
Home-decor retailer,Wooden Style LLC,"Near Al Shirawi, Ras Al Khor",+97143330643,,all families
Home-decor retailer,Woodfloors Middle East LLC,"A3, Al Ghurair Warehouse, 4th Street Al Quoz 3",+97143386678,,all families
Home-decor retailer,Woodland Technical Works LLC,Al Quoz 4,+97143479485,,all families
Home-decor retailer,Woodmend Interiors,Al Garhoud,+97142949809,,all families
Home-decor retailer,Woodpecker Decorations LLC,"Umm Ramool Area, Rashidiya",+97142862686,,all families
Home-decor retailer,Yaaqoub Hamdan Company LLC,Indl Area 11,+97165343988,,all families
Home-decor retailer,York Paints & Decor Works LLC,,,,all families
Home-decor retailer,Youth Worx,,+97143807363,,all families
Home-decor retailer,Zad General Trading Establishment,"Showroom# 1, 169, Umm Suqeim Road, Al Quoz",+97143356200,,all families
Home-decor retailer,Zaharat Al Najah,"Damascus Street, Al Qusais",+971509857294,,all families
Home-decor retailer,Zawaya Decoration,"Baniyas Tower, Corniche",+97126270327,,all families
Home-decor retailer,Zawaya Technical Works LLC,,+97148847771,,all families
Home-decor retailer,ZAYAANCO,"Maliha Road, Industrial Area 17",+97165691757,,all families
Home-decor retailer,Zen Interiors,"Showroom No.2, Essa Lutfi Building, Al Barsha 1, Near Mashreq Metro Station, Besides United Bank Limited",+97143405050,,all families
Home-decor retailer,Zen Studio FZ LLC,"1213, Grosvenor Business Tower, Tecom Area",+97144404881,,all families
Home-decor retailer,Zenith Furniture Industry,Dubai,+97143388087,,all families
Home-decor retailer,Zina Decoration Est,"4th I/Change, Al Quoz Indl Area",+97143477741,,all families
Home-decor retailer,Ziwa Technical Services LLC,Al Quoz,+97143389002,,all families
Home-decor retailer,Zukhrof Maintenance and Decoration,"New Al Safiya Bldg, Near Galadari Signal, Hor Al Anz, Deira",+97142687356,,all families
Home-decor retailer,Zylus Interior Design LLC,,,,all families
Tableware / serveware / Hotel & hospitality supplier,Tylu Hospitality,Sajja Indl Area,+97165348761,,serveware/tableware
Tableware / serveware / Crockery / Hotel & hospitality supplier,Buyhoreca Trading Co LLC,"Shop No.SR-9, The Metro Centre Building, 13A Street, Al Khabaisi Area, Deira",+97142355003,,serveware/tableware
Tableware / serveware,Al Bayader International LLC,(UAE Head Office) Industrial Area 15,+97165095999,,serveware/tableware
Tableware / serveware,Al Jaber Trading Enterprises LLC,"1st Flr, Al Jaber Bldg, Al Aweer Road, Ras Al Khor",+97145220430,,serveware/tableware
Tableware / serveware / Crockery / Hotel & hospitality supplier,Hadi Enterprises LLC,"Near Al Quoz Mall, 4th I/Change, Al Quoz Indl Area 1",+97143470310,,serveware/tableware
Tableware / serveware,Nine Ventures Decor & Tableware LLC,"308, Westburry Office Tower, Business Bay",+971502463281,,serveware/tableware
Tableware / serveware,Prozone Trading Company,"M 11, Shabiya",+971561837161,,serveware/tableware
